word,rebec,strgth,close,betw,eigen,degree,freq
ball,1,44.49120704715824,1665.4392694317758,4942.0,0.9471059267724734,1079,10
dog,2,38.2671108387658,1519.493028943963,877.0,0.8172790840057892,875,66
spoon,3,38.74579635770351,1419.5545912718417,225.0,0.8307523066063954,883,7
foot,4,42.10006567167875,1426.8931505015598,3.0,0.8979429047944859,952,29
duck,5,39.79660832135414,1561.3172166611084,174.0,0.8516585284465757,877,17
shoe,7,44.296114008613586,1504.2210100625393,2826.0,0.9422934299595134,1135,10
cup,8,39.41278190155572,1554.3998427592744,1729.0,0.8440435395478658,884,18
eat,9,42.85050892676736,1609.8850494063108,1653.0,0.9139190591931455,986,135
bus,10,46.833338473364165,1766.2287257468683,6891.0,0.9970878924757123,1130,43
flower,11,39.0861486774229,1461.5929190488607,386.0,0.8367902433049716,868,27
mouth,12,40.06670530271367,1206.0243021552083,35.0,0.8565741558562431,912,13
cookie,14,45.61962842458706,1591.068608843151,2123.0,0.9717200434370626,1091,8
red,17,38.841596680445946,1645.6226269268934,802.0,0.8310981046166823,900,48
jump,18,38.75941515030718,1499.40520272503,435.0,0.828993495366817,892,33
carrot,19,38.09191300910061,1817.7190846637252,4433.0,0.8171130344649503,881,7
read,20,40.603440445407614,1593.961923208372,1056.0,0.8687921543061111,898,28
toe,21,38.865591776324436,1162.3474774986164,32.0,0.829849462770919,883,6
fly,23,39.287386998243164,1304.1066015033502,0.0,0.8400509994980164,885,81
paint,24,38.55674264812842,1496.074896191198,774.0,0.8260585496551939,854,7
dance,25,39.155926210354664,1395.426077049816,302.0,0.8379844029407593,900,19
square,29,38.59627264010487,1223.1462131015592,5.0,0.82754667628857,866,8
fence,30,41.07549896151113,1519.5336056093256,2601.0,0.8800680103868364,920,15
empty,31,39.23308341848315,1354.4784246676254,72.0,0.8392689236129621,899,12
happy,32,36.933409162651515,1546.3885220242678,581.0,0.791174831040915,867,27
fire,33,40.300396577236825,1288.9216933578966,97.0,0.8619438708344008,896,12
castle,34,43.048169246991165,1282.3523267490746,51.0,0.9162374362000023,1110,6
throw,36,37.46112647130212,1354.4179276521913,0.0,0.8008455841003439,869,11
farm,37,38.388932580499386,1821.8005567898517,8099.0,0.8214432219257364,868,8
gift,39,39.99172258363251,1932.844750562076,690.0,0.8575706005038249,900,9
dress,47,38.3533630954189,1252.4396912179573,146.0,0.8203350656950372,878,14
peek,49,38.73698079708265,1705.7340997755448,0.0,0.8304129925584951,869,5
branch,52,40.033974441212195,1641.7676080048398,38.0,0.856351638654804,889,14
pick,61,39.27579170894751,1749.7649908530511,1104.0,0.8398767162760206,887,50
sort,82,37.31556201227795,1534.2349619733395,882.0,0.7981512199369178,868,9
river,87,39.21602800353685,1573.9463098216859,234.0,0.8381560199745867,905,6
catch,89,38.164908547959385,1684.7546100197562,1868.0,0.8179896577224464,852,29
trunk,90,39.23364526988371,1845.0954468781338,7989.0,0.8416060511632875,875,11
safe,103,38.42243192522437,1408.018572993784,354.0,0.820880380550414,877,11
valley,119,38.06845432164846,1389.850519427163,724.0,0.8153994755940389,869,5
