word,ppvt,strgth,close,betw,eigen,degree,freq,strgth-rank,close-rank,betw-rank,eigen-rank,degree-rank,freq-rank
vine,111,16.00771789904684,1.2999853832854673,0.0,0.6169603451869843,30,2,22.0,22.0,48.0,22.0,15.5,46.5
palm,117,4.91612544900272,1.0711616926664076,0.0,0.09997364366424501,3,1,70.0,70.0,48.0,73.0,53.5,63.0
clarinet,118,8.22199413785711,1.1249960990773833,0.0,0.2455630344158369,9,1,36.0,36.0,48.0,38.0,38.0,63.0
valley,119,6.195311341391061,1.0913699548505258,0.0,0.1506898415346639,6,5,51.0,51.0,48.0,57.0,42.5,28.0
pastry,122,8.509897020412609,1.1299417260508058,0.0,0.3020785569686228,11,1,35.0,35.0,48.0,32.0,36.0,63.0
trumpet,131,5.515395597467432,1.0806872325029853,0.0,0.12101988128411112,3,1,59.0,59.0,48.0,64.0,53.5,63.0
coast,137,5.946776841708925,1.0873842055632954,0.0,0.15326445413281217,2,2,55.0,55.0,48.0,54.0,61.5,46.5
mammal,140,23.09297568537295,1.4829435736616734,49.0,0.9854302716529739,31,4,2.0,2.0,2.0,2.0,10.0,31.0
pedestrian,145,5.863295184855815,1.086051933400111,0.0,0.15295380270578512,1,1,56.0,56.0,48.0,55.0,69.0,63.0
weary,159,6.560663237934932,1.0977364306474158,0.0,0.1807467484247938,5,2,48.0,48.0,48.0,49.0,44.5,46.5
lever,181,6.8691103315213695,1.10232413670434,0.0,0.21947337715953275,9,1,44.0,45.0,48.0,41.0,38.0,63.0
wedge,185,6.866573393694125,1.1024082608673735,0.0,0.18263781774469812,1,1,45.0,44.0,48.0,48.0,69.0,63.0
barb,201,4.121083545032889,1.0589746343260587,0.0,0.08931320395063476,0,1,75.0,75.0,48.0,75.0,74.0,63.0
dromedary,216,5.151419392088428,1.0748224487215712,0.0,0.10930495620620251,4,2,64.0,64.0,48.0,69.0,47.5,46.5
